Block Name,Row ID,N,Time,avg(X),avg(Y),avg(Z),avg(temperature_BHE1 (0)),avg(temperature_BHE1 (1)),avg(temperature_BHE1 (2)),avg(temperature_BHE1 (Magnitude)),avg(temperature_soil),avg(vtkOriginalPointIds),max(X),max(Y),max(Z),max(temperature_BHE1 (0)),max(temperature_BHE1 (1)),max(temperature_BHE1 (2)),max(temperature_BHE1 (Magnitude)),max(temperature_soil),max(vtkOriginalPointIds),med(X),med(Y),med(Z),med(temperature_BHE1 (0)),med(temperature_BHE1 (1)),med(temperature_BHE1 (2)),med(temperature_BHE1 (Magnitude)),med(temperature_soil),med(vtkOriginalPointIds),min(X),min(Y),min(Z),min(temperature_BHE1 (0)),min(temperature_BHE1 (1)),min(temperature_BHE1 (2)),min(temperature_BHE1 (Magnitude)),min(temperature_soil),min(vtkOriginalPointIds),q1(X),q1(Y),q1(Z),q1(temperature_BHE1 (0)),q1(temperature_BHE1 (1)),q1(temperature_BHE1 (2)),q1(temperature_BHE1 (Magnitude)),q1(temperature_soil),q1(vtkOriginalPointIds),q3(X),q3(Y),q3(Z),q3(temperature_BHE1 (0)),q3(temperature_BHE1 (1)),q3(temperature_BHE1 (2)),q3(temperature_BHE1 (Magnitude)),q3(temperature_soil),q3(vtkOriginalPointIds),std(X),std(Y),std(Z),std(temperature_BHE1 (0)),std(temperature_BHE1 (1)),std(temperature_BHE1 (2)),std(temperature_BHE1 (Magnitude)),std(temperature_soil),std(vtkOriginalPointIds),vtkValidPointMask
stats,334,1,200400,0,20,-17,288.942,286.093,285.029,496.567,285.02,16199,0,20,-17,288.942,286.093,285.029,496.567,285.02,16199,0,20,-17,288.942,286.093,285.029,496.567,285.02,16199,0,20,-17,288.942,286.093,285.029,496.567,285.02,16199,0,20,-17,288.942,286.093,285.029,496.567,285.02,16199,0,20,-17,288.942,286.093,285.029,496.567,285.02,16199,0,0,0,0,0,0,0,0,0,1
stats,335,1,201000,0,20,-17,288.974,286.098,285.031,496.589,285.023,16199,0,20,-17,288.974,286.098,285.031,496.589,285.023,16199,0,20,-17,288.974,286.098,285.031,496.589,285.023,16199,0,20,-17,288.974,286.098,285.031,496.589,285.023,16199,0,20,-17,288.974,286.098,285.031,496.589,285.023,16199,0,20,-17,288.974,286.098,285.031,496.589,285.023,16199,0,0,0,0,0,0,0,0,0,1
stats,336,1,201600,0,20,-17,288.993,286.102,285.034,496.604,285.025,16199,0,20,-17,288.993,286.102,285.034,496.604,285.025,16199,0,20,-17,288.993,286.102,285.034,496.604,285.025,16199,0,20,-17,288.993,286.102,285.034,496.604,285.025,16199,0,20,-17,288.993,286.102,285.034,496.604,285.025,16199,0,20,-17,288.993,286.102,285.034,496.604,285.025,16199,0,0,0,0,0,0,0,0,0,1
stats,337,1,202200,0,20,-17,288.99,286.105,285.036,496.606,285.028,16199,0,20,-17,288.99,286.105,285.036,496.606,285.028,16199,0,20,-17,288.99,286.105,285.036,496.606,285.028,16199,0,20,-17,288.99,286.105,285.036,496.606,285.028,16199,0,20,-17,288.99,286.105,285.036,496.606,285.028,16199,0,20,-17,288.99,286.105,285.036,496.606,285.028,16199,0,0,0,0,0,0,0,0,0,1
stats,338,1,202800,0,20,-17,288.99,286.108,285.039,496.609,285.03,16199,0,20,-17,288.99,286.108,285.039,496.609,285.03,16199,0,20,-17,288.99,286.108,285.039,496.609,285.03,16199,0,20,-17,288.99,286.108,285.039,496.609,285.03,16199,0,20,-17,288.99,286.108,285.039,496.609,285.03,16199,0,20,-17,288.99,286.108,285.039,496.609,285.03,16199,0,0,0,0,0,0,0,0,0,1
stats,339,1,203400,0,20,-17,289.008,286.112,285.042,496.623,285.033,16199,0,20,-17,289.008,286.112,285.042,496.623,285.033,16199,0,20,-17,289.008,286.112,285.042,496.623,285.033,16199,0,20,-17,289.008,286.112,285.042,496.623,285.033,16199,0,20,-17,289.008,286.112,285.042,496.623,285.033,16199,0,20,-17,289.008,286.112,285.042,496.623,285.033,16199,0,0,0,0,0,0,0,0,0,1
stats,340,1,204000,0,20,-17,289.014,286.116,285.044,496.63,285.035,16199,0,20,-17,289.014,286.116,285.044,496.63,285.035,16199,0,20,-17,289.014,286.116,285.044,496.63,285.035,16199,0,20,-17,289.014,286.116,285.044,496.63,285.035,16199,0,20,-17,289.014,286.116,285.044,496.63,285.035,16199,0,20,-17,289.014,286.116,285.044,496.63,285.035,16199,0,0,0,0,0,0,0,0,0,1
stats,341,1,204600,0,20,-17,289.03,286.12,285.047,496.644,285.038,16199,0,20,-17,289.03,286.12,285.047,496.644,285.038,16199,0,20,-17,289.03,286.12,285.047,496.644,285.038,16199,0,20,-17,289.03,286.12,285.047,496.644,285.038,16199,0,20,-17,289.03,286.12,285.047,496.644,285.038,16199,0,20,-17,289.03,286.12,285.047,496.644,285.038,16199,0,0,0,0,0,0,0,0,0,1
stats,342,1,205200,0,20,-17,289.001,286.121,285.05,496.629,285.041,16199,0,20,-17,289.001,286.121,285.05,496.629,285.041,16199,0,20,-17,289.001,286.121,285.05,496.629,285.041,16199,0,20,-17,289.001,286.121,285.05,496.629,285.041,16199,0,20,-17,289.001,286.121,285.05,496.629,285.041,16199,0,20,-17,289.001,286.121,285.05,496.629,285.041,16199,0,0,0,0,0,0,0,0,0,1
stats,343,1,205800,0,20,-17,289.003,286.123,285.052,496.633,285.043,16199,0,20,-17,289.003,286.123,285.052,496.633,285.043,16199,0,20,-17,289.003,286.123,285.052,496.633,285.043,16199,0,20,-17,289.003,286.123,285.052,496.633,285.043,16199,0,20,-17,289.003,286.123,285.052,496.633,285.043,16199,0,20,-17,289.003,286.123,285.052,496.633,285.043,16199,0,0,0,0,0,0,0,0,0,1
stats,344,1,206400,0,20,-17,289.037,286.128,285.055,496.657,285.046,16199,0,20,-17,289.037,286.128,285.055,496.657,285.046,16199,0,20,-17,289.037,286.128,285.055,496.657,285.046,16199,0,20,-17,289.037,286.128,285.055,496.657,285.046,16199,0,20,-17,289.037,286.128,285.055,496.657,285.046,16199,0,20,-17,289.037,286.128,285.055,496.657,285.046,16199,0,0,0,0,0,0,0,0,0,1
stats,345,1,207000,0,20,-17,288.988,286.128,285.057,496.63,285.048,16199,0,20,-17,288.988,286.128,285.057,496.63,285.048,16199,0,20,-17,288.988,286.128,285.057,496.63,285.048,16199,0,20,-17,288.988,286.128,285.057,496.63,285.048,16199,0,20,-17,288.988,286.128,285.057,496.63,285.048,16199,0,20,-17,288.988,286.128,285.057,496.63,285.048,16199,0,0,0,0,0,0,0,0,0,1
stats,346,1,207600,0,20,-17,288.988,286.129,285.059,496.632,285.05,16199,0,20,-17,288.988,286.129,285.059,496.632,285.05,16199,0,20,-17,288.988,286.129,285.059,496.632,285.05,16199,0,20,-17,288.988,286.129,285.059,496.632,285.05,16199,0,20,-17,288.988,286.129,285.059,496.632,285.05,16199,0,20,-17,288.988,286.129,285.059,496.632,285.05,16199,0,0,0,0,0,0,0,0,0,1
stats,347,1,208200,0,20,-17,288.978,286.13,285.061,496.627,285.053,16199,0,20,-17,288.978,286.13,285.061,496.627,285.053,16199,0,20,-17,288.978,286.13,285.061,496.627,285.053,16199,0,20,-17,288.978,286.13,285.061,496.627,285.053,16199,0,20,-17,288.978,286.13,285.061,496.627,285.053,16199,0,20,-17,288.978,286.13,285.061,496.627,285.053,16199,0,0,0,0,0,0,0,0,0,1
stats,348,1,208800,0,20,-17,288.978,286.131,285.063,496.629,285.055,16199,0,20,-17,288.978,286.131,285.063,496.629,285.055,16199,0,20,-17,288.978,286.131,285.063,496.629,285.055,16199,0,20,-17,288.978,286.131,285.063,496.629,285.055,16199,0,20,-17,288.978,286.131,285.063,496.629,285.055,16199,0,20,-17,288.978,286.131,285.063,496.629,285.055,16199,0,0,0,0,0,0,0,0,0,1
stats,349,1,209400,0,20,-17,288.931,286.129,285.065,496.601,285.056,16199,0,20,-17,288.931,286.129,285.065,496.601,285.056,16199,0,20,-17,288.931,286.129,285.065,496.601,285.056,16199,0,20,-17,288.931,286.129,285.065,496.601,285.056,16199,0,20,-17,288.931,286.129,285.065,496.601,285.056,16199,0,20,-17,288.931,286.129,285.065,496.601,285.056,16199,0,0,0,0,0,0,0,0,0,1
stats,350,1,210000,0,20,-17,288.972,286.132,285.066,496.628,285.058,16199,0,20,-17,288.972,286.132,285.066,496.628,285.058,16199,0,20,-17,288.972,286.132,285.066,496.628,285.058,16199,0,20,-17,288.972,286.132,285.066,496.628,285.058,16199,0,20,-17,288.972,286.132,285.066,496.628,285.058,16199,0,20,-17,288.972,286.132,285.066,496.628,285.058,16199,0,0,0,0,0,0,0,0,0,1
stats,351,1,210600,0,20,-17,288.957,286.132,285.068,496.62,285.059,16199,0,20,-17,288.957,286.132,285.068,496.62,285.059,16199,0,20,-17,288.957,286.132,285.068,496.62,285.059,16199,0,20,-17,288.957,286.132,285.068,496.62,285.059,16199,0,20,-17,288.957,286.132,285.068,496.62,285.059,16199,0,20,-17,288.957,286.132,285.068,496.62,285.059,16199,0,0,0,0,0,0,0,0,0,1
stats,352,1,211200,0,20,-17,288.962,286.134,285.07,496.625,285.061,16199,0,20,-17,288.962,286.134,285.07,496.625,285.061,16199,0,20,-17,288.962,286.134,285.07,496.625,285.061,16199,0,20,-17,288.962,286.134,285.07,496.625,285.061,16199,0,20,-17,288.962,286.134,285.07,496.625,285.061,16199,0,20,-17,288.962,286.134,285.07,496.625,285.061,16199,0,0,0,0,0,0,0,0,0,1
stats,353,1,211800,0,20,-17,288.962,286.135,285.071,496.626,285.062,16199,0,20,-17,288.962,286.135,285.071,496.626,285.062,16199,0,20,-17,288.962,286.135,285.071,496.626,285.062,16199,0,20,-17,288.962,286.135,285.071,496.626,285.062,16199,0,20,-17,288.962,286.135,285.071,496.626,285.062,16199,0,20,-17,288.962,286.135,285.071,496.626,285.062,16199,0,0,0,0,0,0,0,0,0,1
stats,354,1,212400,0,20,-17,288.954,286.136,285.073,496.623,285.064,16199,0,20,-17,288.954,286.136,285.073,496.623,285.064,16199,0,20,-17,288.954,286.136,285.073,496.623,285.064,16199,0,20,-17,288.954,286.136,285.073,496.623,285.064,16199,0,20,-17,288.954,286.136,285.073,496.623,285.064,16199,0,20,-17,288.954,286.136,285.073,496.623,285.064,16199,0,0,0,0,0,0,0,0,0,1
stats,355,1,213000,0,20,-17,288.944,286.136,285.074,496.618,285.065,16199,0,20,-17,288.944,286.136,285.074,496.618,285.065,16199,0,20,-17,288.944,286.136,285.074,496.618,285.065,16199,0,20,-17,288.944,286.136,285.074,496.618,285.065,16199,0,20,-17,288.944,286.136,285.074,496.618,285.065,16199,0,20,-17,288.944,286.136,285.074,496.618,285.065,16199,0,0,0,0,0,0,0,0,0,1
stats,356,1,213600,0,20,-17,288.946,286.137,285.075,496.62,285.067,16199,0,20,-17,288.946,286.137,285.075,496.62,285.067,16199,0,20,-17,288.946,286.137,285.075,496.62,285.067,16199,0,20,-17,288.946,286.137,285.075,496.62,285.067,16199,0,20,-17,288.946,286.137,285.075,496.62,285.067,16199,0,20,-17,288.946,286.137,285.075,496.62,285.067,16199,0,0,0,0,0,0,0,0,0,1
stats,357,1,214200,0,20,-17,288.956,286.138,285.077,496.628,285.068,16199,0,20,-17,288.956,286.138,285.077,496.628,285.068,16199,0,20,-17,288.956,286.138,285.077,496.628,285.068,16199,0,20,-17,288.956,286.138,285.077,496.628,285.068,16199,0,20,-17,288.956,286.138,285.077,496.628,285.068,16199,0,20,-17,288.956,286.138,285.077,496.628,285.068,16199,0,0,0,0,0,0,0,0,0,1
stats,358,1,214800,0,20,-17,288.935,286.138,285.078,496.616,285.069,16199,0,20,-17,288.935,286.138,285.078,496.616,285.069,16199,0,20,-17,288.935,286.138,285.078,496.616,285.069,16199,0,20,-17,288.935,286.138,285.078,496.616,285.069,16199,0,20,-17,288.935,286.138,285.078,496.616,285.069,16199,0,20,-17,288.935,286.138,285.078,496.616,285.069,16199,0,0,0,0,0,0,0,0,0,1
stats,359,1,215400,0,20,-17,288.94,286.138,285.079,496.62,285.07,16199,0,20,-17,288.94,286.138,285.079,496.62,285.07,16199,0,20,-17,288.94,286.138,285.079,496.62,285.07,16199,0,20,-17,288.94,286.138,285.079,496.62,285.07,16199,0,20,-17,288.94,286.138,285.079,496.62,285.07,16199,0,20,-17,288.94,286.138,285.079,496.62,285.07,16199,0,0,0,0,0,0,0,0,0,1
stats,360,1,216000,0,20,-17,288.982,286.142,285.08,496.647,285.072,16199,0,20,-17,288.982,286.142,285.08,496.647,285.072,16199,0,20,-17,288.982,286.142,285.08,496.647,285.072,16199,0,20,-17,288.982,286.142,285.08,496.647,285.072,16199,0,20,-17,288.982,286.142,285.08,496.647,285.072,16199,0,20,-17,288.982,286.142,285.08,496.647,285.072,16199,0,0,0,0,0,0,0,0,0,1
stats,361,1,216600,0,20,-17,289.023,286.148,285.082,496.676,285.073,16199,0,20,-17,289.023,286.148,285.082,496.676,285.073,16199,0,20,-17,289.023,286.148,285.082,496.676,285.073,16199,0,20,-17,289.023,286.148,285.082,496.676,285.073,16199,0,20,-17,289.023,286.148,285.082,496.676,285.073,16199,0,20,-17,289.023,286.148,285.082,496.676,285.073,16199,0,0,0,0,0,0,0,0,0,1
stats,362,1,217200,0,20,-17,289.024,286.152,285.084,496.68,285.075,16199,0,20,-17,289.024,286.152,285.084,496.68,285.075,16199,0,20,-17,289.024,286.152,285.084,496.68,285.075,16199,0,20,-17,289.024,286.152,285.084,496.68,285.075,16199,0,20,-17,289.024,286.152,285.084,496.68,285.075,16199,0,20,-17,289.024,286.152,285.084,496.68,285.075,16199,0,0,0,0,0,0,0,0,0,1
stats,363,1,217800,0,20,-17,289.01,286.154,285.086,496.674,285.077,16199,0,20,-17,289.01,286.154,285.086,496.674,285.077,16199,0,20,-17,289.01,286.154,285.086,496.674,285.077,16199,0,20,-17,289.01,286.154,285.086,496.674,285.077,16199,0,20,-17,289.01,286.154,285.086,496.674,285.077,16199,0,20,-17,289.01,286.154,285.086,496.674,285.077,16199,0,0,0,0,0,0,0,0,0,1
stats,364,1,218400,0,20,-17,289.014,286.156,285.088,496.679,285.079,16199,0,20,-17,289.014,286.156,285.088,496.679,285.079,16199,0,20,-17,289.014,286.156,285.088,496.679,285.079,16199,0,20,-17,289.014,286.156,285.088,496.679,285.079,16199,0,20,-17,289.014,286.156,285.088,496.679,285.079,16199,0,20,-17,289.014,286.156,285.088,496.679,285.079,16199,0,0,0,0,0,0,0,0,0,1
stats,365,1,219000,0,20,-17,289.077,286.163,285.09,496.721,285.082,16199,0,20,-17,289.077,286.163,285.09,496.721,285.082,16199,0,20,-17,289.077,286.163,285.09,496.721,285.082,16199,0,20,-17,289.077,286.163,285.09,496.721,285.082,16199,0,20,-17,289.077,286.163,285.09,496.721,285.082,16199,0,20,-17,289.077,286.163,285.09,496.721,285.082,16199,0,0,0,0,0,0,0,0,0,1
stats,366,1,219600,0,20,-17,289.087,286.169,285.093,496.731,285.084,16199,0,20,-17,289.087,286.169,285.093,496.731,285.084,16199,0,20,-17,289.087,286.169,285.093,496.731,285.084,16199,0,20,-17,289.087,286.169,285.093,496.731,285.084,16199,0,20,-17,289.087,286.169,285.093,496.731,285.084,16199,0,20,-17,289.087,286.169,285.093,496.731,285.084,16199,0,0,0,0,0,0,0,0,0,1
stats,367,1,220200,0,20,-17,289.08,286.172,285.096,496.73,285.087,16199,0,20,-17,289.08,286.172,285.096,496.73,285.087,16199,0,20,-17,289.08,286.172,285.096,496.73,285.087,16199,0,20,-17,289.08,286.172,285.096,496.73,285.087,16199,0,20,-17,289.08,286.172,285.096,496.73,285.087,16199,0,20,-17,289.08,286.172,285.096,496.73,285.087,16199,0,0,0,0,0,0,0,0,0,1
stats,368,1,220800,0,20,-17,289.09,286.176,285.098,496.74,285.09,16199,0,20,-17,289.09,286.176,285.098,496.74,285.09,16199,0,20,-17,289.09,286.176,285.098,496.74,285.09,16199,0,20,-17,289.09,286.176,285.098,496.74,285.09,16199,0,20,-17,289.09,286.176,285.098,496.74,285.09,16199,0,20,-17,289.09,286.176,285.098,496.74,285.09,16199,0,0,0,0,0,0,0,0,0,1
stats,369,1,221400,0,20,-17,289.131,286.183,285.101,496.77,285.093,16199,0,20,-17,289.131,286.183,285.101,496.77,285.093,16199,0,20,-17,289.131,286.183,285.101,496.77,285.093,16199,0,20,-17,289.131,286.183,285.101,496.77,285.093,16199,0,20,-17,289.131,286.183,285.101,496.77,285.093,16199,0,20,-17,289.131,286.183,285.101,496.77,285.093,16199,0,0,0,0,0,0,0,0,0,1
stats,370,1,222000,0,20,-17,289.12,286.187,285.104,496.767,285.096,16199,0,20,-17,289.12,286.187,285.104,496.767,285.096,16199,0,20,-17,289.12,286.187,285.104,496.767,285.096,16199,0,20,-17,289.12,286.187,285.104,496.767,285.096,16199,0,20,-17,289.12,286.187,285.104,496.767,285.096,16199,0,20,-17,289.12,286.187,285.104,496.767,285.096,16199,0,0,0,0,0,0,0,0,0,1
stats,371,1,222600,0,20,-17,289.116,286.19,285.107,496.768,285.099,16199,0,20,-17,289.116,286.19,285.107,496.768,285.099,16199,0,20,-17,289.116,286.19,285.107,496.768,285.099,16199,0,20,-17,289.116,286.19,285.107,496.768,285.099,16199,0,20,-17,289.116,286.19,285.107,496.768,285.099,16199,0,20,-17,289.116,286.19,285.107,496.768,285.099,16199,0,0,0,0,0,0,0,0,0,1
stats,372,1,223200,0,20,-17,289.161,286.197,285.111,496.801,285.102,16199,0,20,-17,289.161,286.197,285.111,496.801,285.102,16199,0,20,-17,289.161,286.197,285.111,496.801,285.102,16199,0,20,-17,289.161,286.197,285.111,496.801,285.102,16199,0,20,-17,289.161,286.197,285.111,496.801,285.102,16199,0,20,-17,289.161,286.197,285.111,496.801,285.102,16199,0,0,0,0,0,0,0,0,0,1
stats,373,1,223800,0,20,-17,289.153,286.202,285.114,496.8,285.105,16199,0,20,-17,289.153,286.202,285.114,496.8,285.105,16199,0,20,-17,289.153,286.202,285.114,496.8,285.105,16199,0,20,-17,289.153,286.202,285.114,496.8,285.105,16199,0,20,-17,289.153,286.202,285.114,496.8,285.105,16199,0,20,-17,289.153,286.202,285.114,496.8,285.105,16199,0,0,0,0,0,0,0,0,0,1
stats,374,1,224400,0,20,-17,289.146,286.205,285.117,496.8,285.108,16199,0,20,-17,289.146,286.205,285.117,496.8,285.108,16199,0,20,-17,289.146,286.205,285.117,496.8,285.108,16199,0,20,-17,289.146,286.205,285.117,496.8,285.108,16199,0,20,-17,289.146,286.205,285.117,496.8,285.108,16199,0,20,-17,289.146,286.205,285.117,496.8,285.108,16199,0,0,0,0,0,0,0,0,0,1
stats,375,1,225000,0,20,-17,289.09,286.204,285.12,496.769,285.111,16199,0,20,-17,289.09,286.204,285.12,496.769,285.111,16199,0,20,-17,289.09,286.204,285.12,496.769,285.111,16199,0,20,-17,289.09,286.204,285.12,496.769,285.111,16199,0,20,-17,289.09,286.204,285.12,496.769,285.111,16199,0,20,-17,289.09,286.204,285.12,496.769,285.111,16199,0,0,0,0,0,0,0,0,0,1
stats,376,1,225600,0,20,-17,289.09,286.205,285.123,496.771,285.114,16199,0,20,-17,289.09,286.205,285.123,496.771,285.114,16199,0,20,-17,289.09,286.205,285.123,496.771,285.114,16199,0,20,-17,289.09,286.205,285.123,496.771,285.114,16199,0,20,-17,289.09,286.205,285.123,496.771,285.114,16199,0,20,-17,289.09,286.205,285.123,496.771,285.114,16199,0,0,0,0,0,0,0,0,0,1
stats,377,1,226200,0,20,-17,289.111,286.209,285.125,496.787,285.116,16199,0,20,-17,289.111,286.209,285.125,496.787,285.116,16199,0,20,-17,289.111,286.209,285.125,496.787,285.116,16199,0,20,-17,289.111,286.209,285.125,496.787,285.116,16199,0,20,-17,289.111,286.209,285.125,496.787,285.116,16199,0,20,-17,289.111,286.209,285.125,496.787,285.116,16199,0,0,0,0,0,0,0,0,0,1
stats,378,1,226800,0,20,-17,289.148,286.215,285.128,496.813,285.119,16199,0,20,-17,289.148,286.215,285.128,496.813,285.119,16199,0,20,-17,289.148,286.215,285.128,496.813,285.119,16199,0,20,-17,289.148,286.215,285.128,496.813,285.119,16199,0,20,-17,289.148,286.215,285.128,496.813,285.119,16199,0,20,-17,289.148,286.215,285.128,496.813,285.119,16199,0,0,0,0,0,0,0,0,0,1
stats,379,1,227400,0,20,-17,289.127,286.217,285.131,496.804,285.122,16199,0,20,-17,289.127,286.217,285.131,496.804,285.122,16199,0,20,-17,289.127,286.217,285.131,496.804,285.122,16199,0,20,-17,289.127,286.217,285.131,496.804,285.122,16199,0,20,-17,289.127,286.217,285.131,496.804,285.122,16199,0,20,-17,289.127,286.217,285.131,496.804,285.122,16199,0,0,0,0,0,0,0,0,0,1
stats,380,1,228000,0,20,-17,289.109,286.219,285.134,496.796,285.125,16199,0,20,-17,289.109,286.219,285.134,496.796,285.125,16199,0,20,-17,289.109,286.219,285.134,496.796,285.125,16199,0,20,-17,289.109,286.219,285.134,496.796,285.125,16199,0,20,-17,289.109,286.219,285.134,496.796,285.125,16199,0,20,-17,289.109,286.219,285.134,496.796,285.125,16199,0,0,0,0,0,0,0,0,0,1
stats,381,1,228600,0,20,-17,289.119,286.221,285.136,496.805,285.127,16199,0,20,-17,289.119,286.221,285.136,496.805,285.127,16199,0,20,-17,289.119,286.221,285.136,496.805,285.127,16199,0,20,-17,289.119,286.221,285.136,496.805,285.127,16199,0,20,-17,289.119,286.221,285.136,496.805,285.127,16199,0,20,-17,289.119,286.221,285.136,496.805,285.127,16199,0,0,0,0,0,0,0,0,0,1
stats,382,1,229200,0,20,-17,289.117,286.224,285.139,496.807,285.13,16199,0,20,-17,289.117,286.224,285.139,496.807,285.13,16199,0,20,-17,289.117,286.224,285.139,496.807,285.13,16199,0,20,-17,289.117,286.224,285.139,496.807,285.13,16199,0,20,-17,289.117,286.224,285.139,496.807,285.13,16199,0,20,-17,289.117,286.224,285.139,496.807,285.13,16199,0,0,0,0,0,0,0,0,0,1
stats,383,1,229800,0,20,-17,289.12,286.226,285.141,496.811,285.132,16199,0,20,-17,289.12,286.226,285.141,496.811,285.132,16199,0,20,-17,289.12,286.226,285.141,496.811,285.132,16199,0,20,-17,289.12,286.226,285.141,496.811,285.132,16199,0,20,-17,289.12,286.226,285.141,496.811,285.132,16199,0,20,-17,289.12,286.226,285.141,496.811,285.132,16199,0,0,0,0,0,0,0,0,0,1
stats,384,1,230400,0,20,-17,289.134,286.23,285.144,496.823,285.135,16199,0,20,-17,289.134,286.23,285.144,496.823,285.135,16199,0,20,-17,289.134,286.23,285.144,496.823,285.135,16199,0,20,-17,289.134,286.23,285.144,496.823,285.135,16199,0,20,-17,289.134,286.23,285.144,496.823,285.135,16199,0,20,-17,289.134,286.23,285.144,496.823,285.135,16199,0,0,0,0,0,0,0,0,0,1
stats,385,1,231000,0,20,-17,289.124,286.232,285.146,496.82,285.137,16199,0,20,-17,289.124,286.232,285.146,496.82,285.137,16199,0,20,-17,289.124,286.232,285.146,496.82,285.137,16199,0,20,-17,289.124,286.232,285.146,496.82,285.137,16199,0,20,-17,289.124,286.232,285.146,496.82,285.137,16199,0,20,-17,289.124,286.232,285.146,496.82,285.137,16199,0,0,0,0,0,0,0,0,0,1
stats,386,1,231600,0,20,-17,289.131,286.235,285.149,496.827,285.14,16199,0,20,-17,289.131,286.235,285.149,496.827,285.14,16199,0,20,-17,289.131,286.235,285.149,496.827,285.14,16199,0,20,-17,289.131,286.235,285.149,496.827,285.14,16199,0,20,-17,289.131,286.235,285.149,496.827,285.14,16199,0,20,-17,289.131,286.235,285.149,496.827,285.14,16199,0,0,0,0,0,0,0,0,0,1
stats,387,1,232200,0,20,-17,289.129,286.237,285.151,496.829,285.142,16199,0,20,-17,289.129,286.237,285.151,496.829,285.142,16199,0,20,-17,289.129,286.237,285.151,496.829,285.142,16199,0,20,-17,289.129,286.237,285.151,496.829,285.142,16199,0,20,-17,289.129,286.237,285.151,496.829,285.142,16199,0,20,-17,289.129,286.237,285.151,496.829,285.142,16199,0,0,0,0,0,0,0,0,0,1
stats,388,1,232800,0,20,-17,289.131,286.24,285.153,496.833,285.144,16199,0,20,-17,289.131,286.24,285.153,496.833,285.144,16199,0,20,-17,289.131,286.24,285.153,496.833,285.144,16199,0,20,-17,289.131,286.24,285.153,496.833,285.144,16199,0,20,-17,289.131,286.24,285.153,496.833,285.144,16199,0,20,-17,289.131,286.24,285.153,496.833,285.144,16199,0,0,0,0,0,0,0,0,0,1
stats,389,1,233400,0,20,-17,289.126,286.242,285.156,496.832,285.147,16199,0,20,-17,289.126,286.242,285.156,496.832,285.147,16199,0,20,-17,289.126,286.242,285.156,496.832,285.147,16199,0,20,-17,289.126,286.242,285.156,496.832,285.147,16199,0,20,-17,289.126,286.242,285.156,496.832,285.147,16199,0,20,-17,289.126,286.242,285.156,496.832,285.147,16199,0,0,0,0,0,0,0,0,0,1
stats,390,1,234000,0,20,-17,289.134,286.245,285.158,496.84,285.149,16199,0,20,-17,289.134,286.245,285.158,496.84,285.149,16199,0,20,-17,289.134,286.245,285.158,496.84,285.149,16199,0,20,-17,289.134,286.245,285.158,496.84,285.149,16199,0,20,-17,289.134,286.245,285.158,496.84,285.149,16199,0,20,-17,289.134,286.245,285.158,496.84,285.149,16199,0,0,0,0,0,0,0,0,0,1
stats,391,1,234600,0,20,-17,289.16,286.249,285.16,496.859,285.151,16199,0,20,-17,289.16,286.249,285.16,496.859,285.151,16199,0,20,-17,289.16,286.249,285.16,496.859,285.151,16199,0,20,-17,289.16,286.249,285.16,496.859,285.151,16199,0,20,-17,289.16,286.249,285.16,496.859,285.151,16199,0,20,-17,289.16,286.249,285.16,496.859,285.151,16199,0,0,0,0,0,0,0,0,0,1
stats,392,1,235200,0,20,-17,289.151,286.252,285.163,496.856,285.154,16199,0,20,-17,289.151,286.252,285.163,496.856,285.154,16199,0,20,-17,289.151,286.252,285.163,496.856,285.154,16199,0,20,-17,289.151,286.252,285.163,496.856,285.154,16199,0,20,-17,289.151,286.252,285.163,496.856,285.154,16199,0,20,-17,289.151,286.252,285.163,496.856,285.154,16199,0,0,0,0,0,0,0,0,0,1
stats,393,1,235800,0,20,-17,289.171,286.256,285.165,496.872,285.156,16199,0,20,-17,289.171,286.256,285.165,496.872,285.156,16199,0,20,-17,289.171,286.256,285.165,496.872,285.156,16199,0,20,-17,289.171,286.256,285.165,496.872,285.156,16199,0,20,-17,289.171,286.256,285.165,496.872,285.156,16199,0,20,-17,289.171,286.256,285.165,496.872,285.156,16199,0,0,0,0,0,0,0,0,0,1
stats,394,1,236400,0,20,-17,289.152,286.257,285.168,496.863,285.159,16199,0,20,-17,289.152,286.257,285.168,496.863,285.159,16199,0,20,-17,289.152,286.257,285.168,496.863,285.159,16199,0,20,-17,289.152,286.257,285.168,496.863,285.159,16199,0,20,-17,289.152,286.257,285.168,496.863,285.159,16199,0,20,-17,289.152,286.257,285.168,496.863,285.159,16199,0,0,0,0,0,0,0,0,0,1
stats,395,1,237000,0,20,-17,289.201,286.263,285.17,496.896,285.161,16199,0,20,-17,289.201,286.263,285.17,496.896,285.161,16199,0,20,-17,289.201,286.263,285.17,496.896,285.161,16199,0,20,-17,289.201,286.263,285.17,496.896,285.161,16199,0,20,-17,289.201,286.263,285.17,496.896,285.161,16199,0,20,-17,289.201,286.263,285.17,496.896,285.161,16199,0,0,0,0,0,0,0,0,0,1
stats,396,1,237600,0,20,-17,289.226,286.269,285.173,496.916,285.164,16199,0,20,-17,289.226,286.269,285.173,496.916,285.164,16199,0,20,-17,289.226,286.269,285.173,496.916,285.164,16199,0,20,-17,289.226,286.269,285.173,496.916,285.164,16199,0,20,-17,289.226,286.269,285.173,496.916,285.164,16199,0,20,-17,289.226,286.269,285.173,496.916,285.164,16199,0,0,0,0,0,0,0,0,0,1
