Point ID,MaterialIDs,Points_0,Points_1,Points_2,Points_Magnitude,arc_length,temperature_BHE1_0,temperature_BHE1_1,temperature_BHE1_2,temperature_BHE1_Magnitude,temperature_soil,vtkValidPointMask
948,0,0,20,-176.264,177.395,159.264,287.913,287.749,287.039,498.081,287.033,1
949,0,0,20,-176.432,177.562,159.432,287.913,287.751,287.042,498.084,287.036,1
950,0,0,20,-176.6,177.729,159.6,287.913,287.754,287.044,498.087,287.039,1
951,0,0,20,-176.768,177.896,159.768,287.913,287.757,287.047,498.09,287.041,1
952,0,0,20,-176.936,178.063,159.936,287.912,287.759,287.05,498.093,287.044,1
953,0,0,20,-177.104,178.23,160.104,287.912,287.762,287.053,498.096,287.047,1
954,0,0,20,-177.272,178.397,160.272,287.912,287.766,287.056,498.1,287.05,1
955,0,0,20,-177.44,178.564,160.44,287.912,287.769,287.059,498.104,287.054,1
956,0,0,20,-177.608,178.731,160.608,287.912,287.773,287.063,498.108,287.057,1
957,0,0,20,-177.776,178.897,160.776,287.912,287.776,287.066,498.112,287.06,1
958,0,0,20,-177.944,179.064,160.944,287.912,287.78,287.07,498.116,287.064,1
959,0,0,20,-178.112,179.231,161.112,287.912,287.783,287.072,498.119,287.067,1
960,0,0,20,-178.28,179.398,161.28,287.911,287.785,287.075,498.122,287.069,1
961,0,0,20,-178.448,179.565,161.448,287.911,287.788,287.078,498.125,287.072,1
962,0,0,20,-178.616,179.732,161.616,287.911,287.791,287.081,498.128,287.075,1
963,0,0,20,-178.784,179.899,161.784,287.911,287.793,287.083,498.131,287.077,1
964,0,0,20,-178.952,180.066,161.952,287.911,287.796,287.086,498.134,287.08,1
965,0,0,20,-179.12,180.233,162.12,287.911,287.799,287.089,498.138,287.083,1
966,0,0,20,-179.288,180.4,162.288,287.911,287.803,287.093,498.142,287.087,1
967,0,0,20,-179.456,180.567,162.456,287.911,287.806,287.096,498.146,287.09,1
968,0,0,20,-179.624,180.734,162.624,287.911,287.81,287.099,498.15,287.094,1
969,0,0,20,-179.792,180.901,162.792,287.911,287.813,287.103,498.153,287.097,1
970,0,0,20,-179.96,181.068,162.96,287.91,287.817,287.106,498.157,287.1,1
971,0,0,20,-180.128,181.235,163.128,287.91,287.82,287.109,498.161,287.103,1
972,0,0,20,-180.296,181.402,163.296,287.91,287.822,287.112,498.164,287.106,1
973,0,0,20,-180.464,181.569,163.464,287.91,287.825,287.114,498.167,287.109,1
974,0,0,20,-180.632,181.736,163.632,287.91,287.828,287.117,498.17,287.111,1
975,0,0,20,-180.8,181.903,163.8,287.91,287.83,287.12,498.173,287.114,1
976,0,0,20,-180.968,182.07,163.968,287.91,287.833,287.123,498.176,287.117,1
977,0,0,20,-181.136,182.237,164.136,287.91,287.837,287.126,498.18,287.12,1
978,0,0,20,-181.304,182.404,164.304,287.91,287.84,287.129,498.184,287.124,1
979,0,0,20,-181.472,182.571,164.472,287.91,287.844,287.133,498.188,287.127,1
980,0,0,20,-181.64,182.738,164.64,287.91,287.847,287.136,498.192,287.13,1
981,0,0,20,-181.808,182.905,164.808,287.91,287.851,287.14,498.196,287.134,1
982,0,0,20,-181.976,183.072,164.976,287.91,287.854,287.143,498.2,287.137,1
983,0,0,20,-182.144,183.239,165.144,287.91,287.857,287.146,498.203,287.14,1
984,0,0,20,-182.312,183.406,165.312,287.909,287.86,287.149,498.206,287.143,1
985,0,0,20,-182.48,183.573,165.48,287.909,287.863,287.152,498.21,287.146,1
986,0,0,20,-182.648,183.74,165.648,287.909,287.865,287.154,498.213,287.149,1
987,0,0,20,-182.816,183.907,165.816,287.909,287.868,287.157,498.216,287.151,1
988,0,0,20,-182.984,184.074,165.984,287.909,287.871,287.16,498.219,287.154,1
989,0,0,20,-183.152,184.241,166.152,287.909,287.874,287.163,498.223,287.158,1
990,0,0,20,-183.32,184.408,166.32,287.909,287.878,287.167,498.227,287.161,1
991,0,0,20,-183.488,184.575,166.488,287.909,287.881,287.17,498.231,287.164,1
992,0,0,20,-183.656,184.742,166.656,287.909,287.885,287.174,498.235,287.168,1
993,0,0,20,-183.824,184.909,166.824,287.909,287.889,287.177,498.239,287.171,1
994,0,0,20,-183.992,185.076,166.992,287.909,287.892,287.18,498.243,287.175,1
995,0,0,20,-184.16,185.243,167.16,287.909,287.895,287.183,498.246,287.177,1
996,0,0,20,-184.328,185.41,167.328,287.909,287.898,287.186,498.249,287.18,1
997,0,0,20,-184.496,185.577,167.496,287.909,287.901,287.188,498.252,287.182,1
998,0,0,20,-184.664,185.744,167.664,287.909,287.903,287.191,498.255,287.185,1
999,0,0,20,-184.832,185.911,167.832,287.909,287.906,287.193,498.259,287.187,1
1000,0,0,20,-185,186.078,168,287.909,287.909,287.196,498.262,287.19,1
